,city-cn,lat,lng
12156,Manchester-United States,38.5831,-90.5064
12157,Richmond Heights-United States,38.6309,-90.3332
12158,Wildwood-United States,38.5798,-90.6697
12159,Kearney-United States,39.3547,-94.3589
12160,Valley Park-United States,38.5514,-90.4922
12161,Savannah-United States,39.939,-94.8279
12162,Sikeston-United States,36.8875,-89.587
12163,Willard-United States,37.2935,-93.417
12164,Liberty-United States,39.2394,-94.4191
12165,Monett-United States,36.9219,-93.9263
12166,Ladue-United States,38.6378,-90.3815
12167,Florissant-United States,38.7996,-90.3269
12168,Clinton-United States,38.3716,-93.7679
12169,Saint Robert-United States,37.8234,-92.1514
12170,Bonne Terre-United States,37.9209,-90.5425
12171,Bellefontaine Neighbors-United States,38.7528,-90.2278
12172,De Soto-United States,38.141,-90.5609
12173,Charleston-United States,36.918,-89.3343
12174,Battlefield-United States,37.119,-93.3683
12175,Mexico-United States,39.1626,-91.8711
12176,Excelsior Springs-United States,39.3395,-94.2377
12177,Olivette-United States,38.6725,-90.3784
12178,Odessa-United States,38.9988,-93.9665
12179,Marshfield-United States,37.3414,-92.9116
12180,Belton-United States,38.8191,-94.5334
12181,Poplar Bluff-United States,36.7632,-90.4135
12182,Cape Girardeau-United States,37.3108,-89.5596
12183,Springfield-United States,37.1943,-93.2915
12184,Boonville-United States,38.9587,-92.7471
12185,Sedalia-United States,38.7043,-93.2349
12186,Trenton-United States,40.0818,-93.603
12187,Jefferson City-United States,38.5677,-92.1757
12188,Independence-United States,39.0871,-94.3503
12189,Caruthersville-United States,36.1814,-89.6664
12190,Creve Coeur-United States,38.6621,-90.443
12191,Warrensburg-United States,38.7617,-93.7283
12192,Gladstone-United States,39.2133,-94.5592
12193,Oak Grove-United States,39.0074,-94.1278
12194,Farmington-United States,37.7821,-90.4287
12195,Sullivan-United States,38.2127,-91.1637
12196,Washington-United States,38.5515,-91.0151
12197,Peculiar-United States,38.7306,-94.4736
12198,Warrenton-United States,38.8187,-91.1362
12199,Pevely-United States,38.2871,-90.3995
12200,Jackson-United States,37.3794,-89.6525
12201,Dardenne Prairie-United States,38.7558,-90.7313
12202,Perryville-United States,37.7255,-89.876
12203,Saint Clair-United States,38.3479,-90.9934
12204,Aurora-United States,36.9674,-93.7183
12205,Des Peres-United States,38.5973,-90.4482
12206,Rolla-United States,37.9458,-91.7608
12207,Ellisville-United States,38.5895,-90.5883
12208,Webster Groves-United States,38.5866,-90.3544
12209,Weldon Spring-United States,38.7117,-90.6518
12210,Festus-United States,38.2197,-90.4095
12211,Fulton-United States,38.8551,-91.951
12212,Moberly-United States,39.4185,-92.4364
12213,Harrisonville-United States,38.653,-94.3467
12214,Marshall-United States,39.1145,-93.201
12215,Saint Joseph-United States,39.7598,-94.821
12216,Maplewood-United States,38.6121,-90.3241
12217,Hazelwood-United States,38.7932,-90.3901
12218,Saint Ann-United States,38.7266,-90.3871
12219,Kennett-United States,36.2403,-90.0481
12220,Park Hills-United States,37.8211,-90.505
12221,Kansas City-United States,39.1239,-94.5541
12222,Blue Springs-United States,39.0124,-94.2722
12223,Webb City-United States,37.1412,-94.4675
12224,Lees Summit-United States,38.9172,-94.3816
12225,Ballwin-United States,38.595,-90.5501
12226,Kirkwood-United States,38.5789,-90.4203
12227,Berkeley-United States,38.7441,-90.3362
12228,Greenwood-United States,38.8508,-94.3378
12229,Waynesville-United States,37.8207,-92.2199
12230,Shrewsbury-United States,38.5865,-90.3281
12231,Crestwood-United States,38.5569,-90.3783
12232,Raytown-United States,38.9944,-94.4641
12233,Bridgeton-United States,38.7672,-90.4276
12234,Chillicothe-United States,39.7953,-93.5498
12235,Brentwood-United States,38.6195,-90.3475
12236,Carl Junction-United States,37.1669,-94.5468
12237,Troy-United States,38.9708,-90.9715
12238,Neosho-United States,36.844,-94.3756
12239,University City-United States,38.6657,-90.3315
12240,Overland-United States,38.6967,-90.3689
12241,Smithville-United States,39.392,-94.5751
12242,Black Jack-United States,38.7993,-90.264
12243,Carthage-United States,37.1503,-94.3225
12244,Ozark-United States,37.0361,-93.2154
12245,Maryville-United States,40.3429,-94.8709
12246,Maryland Heights-United States,38.7188,-90.4749
12247,Saint Charles-United States,38.7958,-90.5159
12248,Platte City-United States,39.3583,-94.7675
12249,Arnold-United States,38.4294,-90.3725
12250,West Plains-United States,36.7378,-91.868
12251,Kirksville-United States,40.1986,-92.5753
12252,Cameron-United States,39.7469,-94.2364
12253,O'Fallon-United States,38.7851,-90.7176
12254,Cottleville-United States,38.7511,-90.6587
12255,Savage-United States,44.7545,-93.3632
12256,East Bethel-United States,45.3557,-93.2038
12257,Maple Grove-United States,45.1089,-93.4626
12258,Lake City-United States,44.4453,-92.2796
12259,Minnetonka-United States,44.9332,-93.4617
12260,International Falls-United States,48.5884,-93.4083
12261,Brooklyn Center-United States,45.0681,-93.3162
12262,Fridley-United States,45.0841,-93.2595
12263,Hopkins-United States,44.926,-93.4056
12264,Red Wing-United States,44.5816,-92.6036
12265,West Saint Paul-United States,44.9018,-93.0858
12266,White Bear Lake-United States,45.0655,-93.0149
12267,Hermantown-United States,46.8058,-92.2407
12268,Little Canada-United States,45.0244,-93.0863
12269,Shorewood-United States,44.9131,-93.5797
12270,Buffalo-United States,45.1794,-93.8644
12271,Glencoe-United States,44.7698,-94.1513
12272,Mound-United States,44.9336,-93.6608
12273,Prior Lake-United States,44.7251,-93.4409
12274,Edina-United States,44.8914,-93.3602
12275,Brainerd-United States,46.3553,-94.1982
12276,Byron-United States,44.0379,-92.6411
12277,Owatonna-United States,44.0914,-93.2304
12278,Roseville-United States,45.0155,-93.1544
12279,Mahtomedi-United States,45.0618,-92.966
12280,Saint Cloud-United States,45.5339,-94.1719
12281,Jordan-United States,44.6652,-93.6351
12282,Montevideo-United States,44.9505,-95.7154
12283,Mounds View-United States,45.1071,-93.2078
12284,Anoka-United States,45.2099,-93.3893
12285,Crookston-United States,47.7747,-96.6062
12286,Fairmont-United States,43.6441,-94.4621
12287,Hibbing-United States,47.3981,-92.9487
12288,Northfield-United States,44.455,-93.1698
12289,Wyoming-United States,45.3365,-92.9766
12290,Chanhassen-United States,44.8544,-93.562
12291,Oak Grove-United States,45.3409,-93.3264
12292,Monticello-United States,45.298,-93.7982
12293,North Oaks-United States,45.1002,-93.0881
12294,Rogers-United States,45.1865,-93.5783
12295,Belle Plaine-United States,44.6189,-93.7639
12296,Waseca-United States,44.0827,-93.5026
12297,Isanti-United States,45.4928,-93.2415
12298,Forest Lake-United States,45.2536,-92.9583
12299,Lake Elmo-United States,44.9944,-92.9031
12300,New Ulm-United States,44.312,-94.468
12301,Cambridge-United States,45.5612,-93.2282
12302,Morris-United States,45.5856,-95.9047
12303,Waite Park-United States,45.5322,-94.2441
12304,Medina-United States,45.0326,-93.5834
12305,Rochester-United States,44.0151,-92.4778
12306,Elk River-United States,45.3314,-93.567
12307,Oakdale-United States,44.9876,-92.9641
12308,Litchfield-United States,45.1221,-94.5255
12309,Little Falls-United States,45.9836,-94.3599
12310,Hastings-United States,44.7318,-92.8538
12311,Detroit Lakes-United States,46.806,-95.845
12312,Rosemount-United States,44.7465,-93.0662
12313,Columbia Heights-United States,45.0484,-93.2472
12314,Big Lake-United States,45.3417,-93.7431
12315,Lino Lakes-United States,45.1679,-93.083
12316,Farmington-United States,44.6572,-93.1687
12317,Winona-United States,44.0509,-91.6689
12318,Albert Lea-United States,43.6546,-93.364
12319,Mankato-United States,44.1712,-93.9773
12320,Virginia-United States,47.5172,-92.5121
12321,Grand Rapids-United States,47.238,-93.5327
12322,Fergus Falls-United States,46.2854,-96.0759
12323,Coon Rapids-United States,45.1755,-93.3094
12324,Robbinsdale-United States,45.0261,-93.3332
12325,Worthington-United States,43.6282,-95.5992
12326,Burnsville-United States,44.7648,-93.2795
12327,Arden Hills-United States,45.0722,-93.1671
12328,Spring Lake Park-United States,45.1161,-93.2451
12329,Vadnais Heights-United States,45.057,-93.0747
12330,Golden Valley-United States,44.9901,-93.3591
12331,Shoreview-United States,45.0842,-93.1358
12332,Crystal-United States,45.0377,-93.3599
12333,New Prague-United States,44.5459,-93.5758
12334,Apple Valley-United States,44.7458,-93.2006
12335,Andover-United States,45.2571,-93.3265
12336,Stillwater-United States,45.0573,-92.8313
12337,Eagan-United States,44.817,-93.1638
12338,Thief River Falls-United States,48.1112,-96.1771
12339,Willmar-United States,45.1226,-95.0561
12340,North Mankato-United States,44.1811,-94.038
12341,Minneapolis-United States,44.9635,-93.2678
12342,Cottage Grove-United States,44.8161,-92.9274
12343,Maplewood-United States,44.984,-93.0247
12344,Eden Prairie-United States,44.8488,-93.4595
12345,Saint Francis-United States,45.3991,-93.3902
12346,Stewartville-United States,43.8603,-92.4896
12347,Kasson-United States,44.0333,-92.7483
12348,Inver Grove Heights-United States,44.8247,-93.0596
12349,New Hope-United States,45.0375,-93.3869
12350,Waconia-United States,44.8414,-93.7921
12351,Marshall-United States,44.4489,-95.7897
12352,Saint Peter-United States,44.3296,-93.9659
12353,Delano-United States,45.038,-93.7923
12354,Saint Joseph-United States,45.5609,-94.3083
12355,Saint Michael-United States,45.2014,-93.692
12356,North Branch-United States,45.5137,-92.9601
12357,South Saint Paul-United States,44.8877,-93.0411
12358,Zimmerman-United States,45.4416,-93.5978
12359,Faribault-United States,44.2985,-93.2786
12360,Saint Paul Park-United States,44.836,-92.9949
12361,Bloomington-United States,44.8306,-93.3151
12362,Corcoran-United States,45.1089,-93.5837
12363,Otsego-United States,45.266,-93.6199
12364,Shakopee-United States,44.7744,-93.4765
12365,Victoria-United States,44.8634,-93.6586
12366,Chaska-United States,44.8163,-93.6091
12367,Alexandria-United States,45.8776,-95.3767
12368,Orono-United States,44.9644,-93.5909
12369,Mendota Heights-United States,44.8815,-93.14
12370,Saint Louis Park-United States,44.9488,-93.3649
12371,Cloquet-United States,46.7221,-92.4923
12372,Minnetrista-United States,44.9354,-93.7089
12373,Albertville-United States,45.2364,-93.6618
12374,Baxter-United States,46.3427,-94.2794
12375,Lindstrom-United States,45.387,-92.8477
12376,Hugo-United States,45.1671,-92.9588
12377,Plymouth-United States,45.0224,-93.4615
12378,Blaine-United States,45.1696,-93.2077
12379,Brooklyn Park-United States,45.1112,-93.3505
12380,Richfield-United States,44.8762,-93.2833
12381,Dayton-United States,45.1906,-93.4758
12382,Ramsey-United States,45.2617,-93.4494
12383,North Saint Paul-United States,45.0137,-92.9995
12384,Hutchinson-United States,44.8854,-94.3773
12385,La Crescent-United States,43.83,-91.3042
12386,Bemidji-United States,47.483,-94.8788
12387,Chisago City-United States,45.3473,-92.9117
12388,Austin-United States,43.6722,-92.9761
12389,Lakeville-United States,44.6776,-93.2521
12390,Sauk Rapids-United States,45.598,-94.154
12391,Falcon Heights-United States,44.9899,-93.177
12392,Champlin-United States,45.1702,-93.3903
12393,Woodbury-United States,44.9057,-92.923
12394,Sartell-United States,45.6188,-94.2206
12395,Duluth-United States,46.7757,-92.1392
12396,Saint Paul-United States,44.9477,-93.104
12397,East Grand Forks-United States,47.9284,-97.0138
12398,Saint Anthony-United States,45.0278,-93.2174
12399,New Brighton-United States,45.0658,-93.2061
12400,Moorhead-United States,46.8674,-96.746
12401,Ham Lake-United States,45.2545,-93.2039
12402,Wayne-United States,42.2774,-83.3877
12403,Grand Haven-United States,43.0553,-86.2201
12404,Alpena-United States,45.074,-83.4399
12405,Lapeer-United States,43.0448,-83.3255
12406,Williamston-United States,42.6834,-84.2836
12407,Holland-United States,42.7677,-86.0984
12408,Charlotte-United States,42.5662,-84.8304
12409,Paw Paw-United States,42.2147,-85.8917
12410,Hudsonville-United States,42.8631,-85.8628
12411,Hazel Park-United States,42.4619,-83.0977
12412,Frankenmuth-United States,43.3321,-83.7396
12413,Novi-United States,42.4786,-83.4893
12414,Ludington-United States,43.9573,-86.4434
12415,South Haven-United States,42.4011,-86.2676
12416,Houghton-United States,47.1123,-88.5679
12417,Dowagiac-United States,41.9834,-86.1126
12418,Clare-United States,43.826,-84.7635
12419,Marquette-United States,46.544,-87.4082
12420,Mount Pleasant-United States,43.5966,-84.7759
12421,Northville-United States,42.4355,-83.489
12422,Clawson-United States,42.5367,-83.1504
12423,Rochester-United States,42.6866,-83.1197
12424,Cadillac-United States,44.2495,-85.4139
12425,East Grand Rapids-United States,42.9464,-85.6088
12426,South Lyon-United States,42.4614,-83.6526
12427,Brighton-United States,42.5298,-83.7848
12428,Big Rapids-United States,43.6992,-85.4803
12429,Albion-United States,42.2478,-84.7572
12430,Fraser-United States,42.5388,-82.9496
12431,Roseville-United States,42.5074,-82.9369
12432,Birmingham-United States,42.5447,-83.2166
12433,Grosse Pointe-United States,42.3915,-82.9118
12434,Huntington Woods-United States,42.4816,-83.1685
12435,Bay City-United States,43.5903,-83.8886
12436,Norton Shores-United States,43.1621,-86.2519
12437,Kentwood-United States,42.8852,-85.5925
12438,Three Rivers-United States,41.9466,-85.628
12439,Melvindale-United States,42.2802,-83.1782
12440,Howell-United States,42.6078,-83.9339
12441,New Baltimore-United States,42.6903,-82.7398
12442,Oak Park-United States,42.4649,-83.1824
12443,Swartz Creek-United States,42.9626,-83.826
12444,Monroe-United States,41.9154,-83.3849
12445,Ishpeming-United States,46.4862,-87.6658
12446,Wyoming-United States,42.8909,-85.7066
12447,Allegan-United States,42.5299,-85.8462
12448,Escanaba-United States,45.7477,-87.09
12449,Rochester Hills-United States,42.6645,-83.1563
12450,Eastpointe-United States,42.4657,-82.9461
12451,Muskegon-United States,43.2281,-86.2562
12452,East Lansing-United States,42.748,-84.4835
12453,Westland-United States,42.3192,-83.3805
12454,Highland Park-United States,42.4052,-83.0977
12455,Fenton-United States,42.7994,-83.7144
12456,Belding-United States,43.0968,-85.2331
12457,Saint Clair Shores-United States,42.4921,-82.8957
12458,Flushing-United States,43.0637,-83.8403
12459,Jackson-United States,42.2431,-84.4038
12460,Hamtramck-United States,42.3954,-83.056
12461,Walled Lake-United States,42.538,-83.4786
12462,River Rouge-United States,42.2731,-83.1246
12463,Flat Rock-United States,42.0991,-83.2716
12464,Owosso-United States,42.9954,-84.1759
12465,Traverse City-United States,44.7547,-85.6035
12466,Farmington-United States,42.4614,-83.3784
12467,Muskegon Heights-United States,43.2024,-86.2421
12468,Holly-United States,42.7987,-83.6234
12469,Grand Ledge-United States,42.7534,-84.7448
12470,Grand Rapids-United States,42.9615,-85.6557
12471,Trenton-United States,42.1395,-83.193
12472,Beverly Hills-United States,42.522,-83.2423
12473,Romulus-United States,42.2237,-83.366
12474,Menominee-United States,45.122,-87.6234
12475,Ypsilanti-United States,42.2437,-83.6205
12476,Madison Heights-United States,42.5073,-83.1034
12477,Saint Joseph-United States,42.0967,-86.485
12478,Gaylord-United States,45.0213,-84.6803
12479,Tecumseh-United States,42.0067,-83.9451
12480,Ann Arbor-United States,42.2755,-83.7312
12481,Hastings-United States,42.6498,-85.2886
12482,Coldwater-United States,41.9456,-84.9993
12483,Kalamazoo-United States,42.2749,-85.5881
12484,Saginaw-United States,43.4199,-83.9501
12485,Lincoln Park-United States,42.2433,-83.1811
12486,Sault Sainte Marie-United States,46.4817,-84.3723
12487,Livonia-United States,42.3972,-83.3733
12488,Petoskey-United States,45.3649,-84.9887
12489,Harper Woods-United States,42.439,-82.9292
